GivenName,Surname
Toussaint,Rochon
Avent,Gosselin
Renée,Fortin
Mercer,Desrosiers
Frédéric,Gabriaux
Rosemarie,Carrière
Florus,Lapresse
Fayme,Bossé
Anouk,Chastain
Logistilla,Truchon
Vachel,Parent
Lyle,Lacasse
Fayme,Leclerc
Gaetan,Cailot
Anton,Henrichon
Sabine,Paiement
Marc,Cantin
Laure,Mousseau
Tilly,Brousse
Christophe,Gagnon
Pierpont,Grandpré
Solaine,Boivin
Josette,Lepage
Burrell,Chandonnet
Georges,Deniger
Alain,Chaloux
Minette,Crête
Garland,Leduc
Thiery,L'Heureux
Fortun,Jolicoeur
Fabrice,Beaulé
Adèle,Allain
Leal,Fremont
Honoré,Avare
Gaetan,Lemelin
Odelette,Chauvet
Amarante,Guimond
Denis,Duplanty
Roch,Bérubé
Carolos,Leroux
Brice,Majory
Susanne,Poirier
Amarante,Cartier
Rabican,Labrecque
Azura,Bonsaint
Toussaint,Mailhot
Jewel,Gour
Belda,Bolduc
Manville,Charpentier
Guy,Boulé
Blanche,Denis
Maurelle,Senneville
Jewel,Lamothe
Laurette,Dostie
Leala,"de Launay"
Iven,Blais
Arnou,Givry
Auriville,Bazin
Vick,Jobin
Avenall,Labelle
Laverne,Labrie
Apolline,Bonenfant
Fifine,Rochefort
Denis,Bisaillon
Arthur,Meunier
Marine,Brault
Christelle,Laramée
Verney,Sicard
Voleta,Deschênes
Raina,DeGrasse
Minette,Noël
Jewel,Douffet
Fusberta,Bergeron
Leone,Tougas
Bertrand,Courtois
Nadine,Doucet
Nouel,Brunault
Bevis,Neufville
Madeleine,Rhéaume
Cloridan,Bouchard
Nouel,Édouard
Edmee,Franchet
Beaufort,Bonnet
Roland,Jomphe
Thiery,Bernier
Jérôme,Busque
Parfait,Boileau
Delmar,Therrien
Josephe,Cuillerier
Belle,Forest
Leala,Noël
Belisarda,Brodeur
Paien,Laisné
Constance,Chauvin
Leal,Mothé
Vernon,Lachance
Ila,Pouliotte
Talbot,"Du Trieux"
Arber,Paulet
Constance,Savoie
Valiant,Théberge
Eliot,Cailot
Campbell,Poissonnier
Delmar,Caya
Huette,Dodier
Cloridan,Dupuis
Éric,Rocheleau
Carolos,Bourget
Minette,Chenard
Aubrey,Quirion
Vernon,Poirier
Guerin,Morneau
Eugène,Verreau
Onfroi,Gilbert
France,Legault
Artus,Bizier
Honore,Hétu
Arlette,Bazin
Damiane,Camus
Gaetan,Cailot
Luc,Gaillou
Corinne,Joly
Matilda,Bordeleau
Eleanor,Corbeil
Auda,Barteaux
Dexter,Laliberté
Coralie,Mireault
Tanguy,Gaulin
Natalie,Lamare
Zara,Pitre
Mariette,Charpie
Pauline,Fongemie
Capucine,Champagne
Eleanor,Dumont
Bartlett,Beauchamp
Auriville,Labrie
Gabriel,Archambault
Arno,"de Launay"
Louise,Laframboise
Merci,Laprise
Prunella,Langlois
Edmee,Paimboeuf
Jean,Abril
Patrick,Perreault
Halette,Bonenfant
Alice,Pariseau
Mayhew,Latourelle
Talbot,Thériault
Senior,Lamothe
Michel,Forest
Baptiste,Chnadonnet
Brigliador,Dubé
Vallis,Ménard
Faustin,Dufour
Orva,Houde
Daisi,Cuillerier
Ermengardi,Briard
Campbell,Chabot
Searlas,Gendron
Lundy,Lejeune
Alaine,Lajoie
Halette,Cotuand
Aubrey,Boutot
Jacquenett,Paquin
Landers,Collin
Luc,Brault
Delmare,D'Aoust
Frontino,Chaussée
Iven,Asselin
Xavierre,Arpin
Aya,Lesage
Fletcher,Alexandre
Huon,Auberjonois
Caroline,Frappier
Genevre,Boulé
Aurore,Gregoire
Thomas,Allaire
Dominique,Boulanger
Bartlett,Saucier
Aymon,Gregoire
Maryse,Chevrette
Prewitt,Riquier
Coralie,Loiselle
Nouel,Paimboeuf
Noémi,Compagnon
Delphine,Metivier
Joséphine,Laramée
Eugenia,Despins
Philippine,Langelier
Avelaine,Trottier
Chandler,Riel
Odelette,Lajeunesse
Franck,Turgeon
Arnaude,Généreux
Tilly,Boncoeur
Alice,Collin
Pauline,Lalonde
Geneviève,Marquis
Fiacre,Demers
Rosamonde,Lajeunesse
Aloin,Généreux
Paige,Fecteau
Ansel,Bisaillon
Claude,Chaloux
Thierry,Mireault
Flordelis,Poisson
Yvon,Berie
Bartlett,Cinq-Mars
Fauna,Rocher
Yseult,Cantin
Orane,Ménard
Noël,Binet
D'Arcy,Jobin
Fabien,Labossière
Honoré,Course
Landers,Baron
Flordelis,Salmons
Fifi,Garreau
Mignonette,Bourget
Susanne,Berthiaume
Fayette,Charrette
Dominique,Croquetaigne
Evrard,Bernard
Frédérique,Quiron
Gustave,Langelier
Benoît,Lemaître
Camille,Archambault
Jeanette,Langlois
Romain,Chrétien
Caroline,Babin
Diane,Robillard
Florismart,Melanson
Chapin,Despins
Fabrice,Duplessis
Yseult,Langelier
Merlin,Austin
Lance,Rivard
Javier,D'Aoust
Travers,Mercure
Saber,Vaillancour
Fantina,Dagenais
Melville,Dupéré
Vallis,Breton
Mirabelle,Petit
Joanna,Gamelin
Geneviève,Goguen
Anastasie,Fournier
Matthieu,Busson
Zdenek,Paimboeuf
Neville,Bonsaint
Peverell,Alexandre
Ambra,Benoit
Alita,Pomerleau
Campbell,Tardif
Julienne,Théberge
Marc,Caron
Moore,Henrichon
Nanna,Mailloux
Mandel,Guédry
Falerina,Norbert
Raison,Faubert
Noelle,Lamothe
Avenall,Lamour
Julienne,Tisserand
Franck,Renaud
Raymond,Salmons
Monique,Quiron
Apolline,Sanschagrin
Avice,Pouliotte
Nathalie,Létourneau
Hugues,Chalifour
Alexandrin,Bériault
Aya,Pirouet
Evrard,Gauvin
Bradamate,Caya
Geoffrey,Lereau
Simone,Barjavel
Vallis,Berthelette
Andrée,Bisaillon
Marlon,Poulin
Louise,Desroches
Benjamin,Majory
Marine,Houle
Ferrau,Rouze
Charmaine,Laframboise
Malagigi,Jodoin
Gustave,Leclerc
Leverett,Boisclair
Germain,Bergeron
Hilaire,Bourget
Thérèse,Gamache
Rosemarie,Guédry
Anton,Francoeur
Avril,Landry
Merlin,Parenteau
Leroy,Michaud
Garland,DuLin
Claire,L'Anglais
Xarles,Monty
Prunella,Arcouet
Pomeroy,Douffet
Roger,Lessard
Cendrillon,Dandonneau
Juliette,Tessier
Donat,Dubeau
Sébastien,Langelier
Eustache,Lavallée
Granville,Robillard
Corinne,Cloutier
Raoul,David
Gaetan,Leroy
Mignonette,Blanchard
Fayette,Querry
Zdenek,Desnoyers
Laurene,Mercure
Evrard,Brian
Théodore,Bondy
Ignace,Beauchesne
Talbot,Bonnet
Audrey,Grimard
Falerina,Guertin
Grosvenor,Fecteau
Agathe,Berger
Yvette,Gour
Erembourg,Grondin
Afrodille,Gousse
Delmar,Bourque
Alacoque,Duplessis
Jeanne,Lachance
Bruce,Thibodeau
Astrid,L'Angelier
Olympia,Noël
Diane,Martin
Dominique,LeBatelier
André,Chauvet
Gauthier,Roux
Tanguy,Dodier
Honore,"De La Vergne"
Forrest,Séguin
Vick,Boileau
Sylvie,Lizotte
Christien,Lereau
Somerville,Chevrette
Heloise,Cressac
Musette,Charrette
Jeanette,Dupont
Xarles,Jardine
Millicent,Potvin
Thomas,Aubé
Flordelis,Lécuyer
Villette,Bossé
Lirienne,Mouet
Rabican,Simard
Aleron,Pirouet
Francis,Faure
Arber,Meilleur
Landers,Busque
Lucas,Beausoleil
Tanguy,Chauvet
Bernard,Paradis
Colette,Veronneau
Édith,Dostie
Théophile,Gladu
Amedee,Caouette
Senapus,Brousse
Alphonse,Soucy
Mallory,Blanc
Bertrand,Lalonde
Thierry,Ailleboust
Laurence,Lachance
Octave,Plaisance
Talon,Boisclair
Éric,Lamare
Fitz,LaCaille
Annette,Lauzier
Thibaut,Brasseur
Georgette,Fluet
Lothair,Dastous
Quennel,Potvin
Marthe,D'Aoust
Roch,Mainville
Mandel,Dionne
Sophie,Harquin
Bradamate,Charlesbois
Annot,Nadeau
Lothair,Lessard
Aubrette,Verreau
Victoire,Perrault
Pryor,D'Aubigné
Zacharie,Gabriaux
Burkett,Ayot
Céline,Phaneuf
Viollette,Harquin
Ganelon,Lacasse
Vallis,Sauriol
Searlas,Boucher
Talon,Garnier
Ermengardi,Chastain
Céline,Davignon
Fortun,Huppé
Martine,Cailot
Sophie,Guibord
Philip,Gamelin
Trinette,Lebrun
Estelle,Labbé
Sibyla,Lesage
Patience,Bisson
Somer,Fecteau
Ancelina,Fournier
Apolline,Labonté
Tanguy,Rousseau
Jesper,Sirois
Matthieu,Cotuand
Céline,Quiron
Ogier,"de Chateaub"
Royce,Dostie
Lundy,Bisson
Felicienne,Barrette
Vachel,Tougas
Zara,Chabot
Mayhew,Rancourt
Delmare,Courcelle
Roux,Marier
Maslin,Piedalue
Comforte,Rocheleau
Maurelle,Paquette
Ogier,Monty
Philippe,Lespérance
Archard,Miron
Honoré,Pouliotte
Toussaint,Hervé
Roux,Thibodeau
Laetitia,Pinneau
Ernest,Bourassa
Arnaud,Vadeboncoeur
Orva,Mathieu
Auda,Gingras
Emmeline,Charpie
Fletcher,Boutot
Lirienne,Barrette
Jean,Sciverit
Claude,Rossignol
Josephe,Duclos
Noelle,Lécuyer
Sydney,Piedalue
Aya,Authier
Roger,Martel
Honore,Simard
Archaimbau,Raymond
Léon,Poirier
Nouel,Bilodeau
Gay,Bellefeuille
Gaetane,Gervais
Corette,Maheu
Courtland,Trépanier
Mayhew,Pinette
Astolpho,Harquin
Curtis,L'Hiver
Christian,Quenneville
Joseph,Hébert
Marlon,Laisné
Lyle,Majory
Martine,Chalut
Odette,Bordeleau
Francis,Hétu
Rive,"de Chateaub"
Artus,Martel
Anne,Picard
Carine,Bazinet
Martin,Mouet
Millicent,Joly
Caroline,Berthiaume
Amarante,Rochefort
Ferrau,Francoeur
Étienne,Barrientos
Archaimbau,Lepage
Emmanuel,Pinneau
Yolande,Barteaux
Fifine,Langelier
Octave,Drouin
Lyle,Morneau
Carole,Coulombe
Babette,Lacroix
Talbot,Cormier
Martin,Boisclair
Amabella,Généreux
Gabriel,Ruel
Esperanza,Asselin
Fleurette,Goudreau
Romain,Bélair
Mireille,Morneau
Emmanuelle,Corbeil
Desire,Doiron
Evrard,Landry
Blanchefle,Davignon
Leala,Guérette
Charlotte,Denis
Seymour,Batard
Florismart,Richer
Cerise,Sorel
Roslyn,Rouze
Romaine,Houde
Laurent,Landry
Fanchon,Labbé
Manon,Deblois
Océane,Monty
Granville,LeBatelier
Léon,Latourelle
Aleron,Barrientos
Olivier,Chabot
Véronique,Berthiaume
Aubrette,Fugère
Maurice,Gamelin
Ignace,Beauchamps
Georgette,Noël
Agnès,Lapointe
Inès,Jacques
Charlotte,Sauriol
Marsilius,Poisson
Ray,Guernon
Prewitt,Paquet
Damiane,Chastain
Ignace,Dandonneau
Arthur,Gregoire
Chappell,Jodion
Philippe,Melanson
Royale,Beaudouin
Pierrette,Méthot
Joséphine,Chartier
Belda,Forest
Avice,Martin
Avenall,Lajeunesse
Peppin,Charron
Noelle,Langlois
Léon,Grignon
Senapus,Boileau
Yvon,Parenteau
Charmaine,Desforges
Aurélie,Paquette
Fifine,Léveillé
Agnès,Beaulieu
Comforte,Francoeur
Royale,Meunier
Bradamate,Bélair
Edmee,Lauzier
Monique,Querry
Eugenia,Couet
Martin,Mailloux
Zoé,Guernon
Granville,Marchesseault
Richard,Desnoyers
Claude,Adler
Pansy,Archambault
Merlin,Chassé
Alphonse,Leclair
Laverne,Dodier
Courtland,Avare
Peverell,Baril
Frontino,Beauchesne
Ferrau,Houde
Fleur,Brault
Pascal,Déziel
Somerville,Godin
Jérôme,Gour
Pascaline,Mothé
Alaine,Pelletier
Éric,Bazinet
Honore,Benjamin
Dorothée,Beauchamp
Moore,Barrière
Peppin,Marcil
Eugenia,Deschênes
Brice,Tremblay
Elita,Caron
Christabel,Labonté
Gilbert,Norbert
Searlait,Simard
Élise,Allaire
Isaac,Bérard
Solaine,Charlebois
Octave,Levasseur
Aimée,René
Huon,Laframboise
Alexandre,Berie
Magnolia,Benoit
Beltane,Vernadeau
Jean,Chabot
Morgana,Chauvin
Cerise,Jodion
Alexis,Rochefort
Michel,Cressac
Marc,Jolicoeur
Aya,Berthiaume
Vedette,L'Heureux
Lance,Adler
Théodore,Laforge
Bertrand,Charlebois
Yves,Brault
Gaston,Bourgeau
Slainie,Paquette
Gabriel,Cadieux
Millard,Faucher
Daniel,Quiron
Jeanne,Francoeur
Clarice,CinqMars
Kerman,Ducharme
Desire,Dodier
André,Sciverit
Brigitte,Duplessis
Natalie,Bourgouin
Franck,Bonami
Guy,Courtois
Esperanza,Sorel
Océane,Villeneuve
"La Roux",Therrien
Jacqueline,L'Anglais
Alacoque,Forest
Talon,Plouffe
Jules,Provencher
Delmar,Begin
Edmee,Larocque
Sacripant,Vaillancourt
Lirienne,Huppé
Océane,DeGrasse
Honoré,Latourelle
Anouk,Lévesque
Mandel,Marceau
Tearlach,Bler
Pierpont,Laux
Gaston,Clément
Fealty,Deslauriers
Romain,Gilbert
Bartlett,Hervé
Joséphine,Tachel
Clovis,Beauchemin
Adrien,Tétrault
Denis,Arcouet
"La Roux",Cadieux
Alexandre,Bonenfant
Dixie,Briard
Elita,Duval
Beltane,Flamand
Fifi,Bisaillon
Valiant,Boulanger
Thiery,Favreau
Jacqueline,Courtois
Satordi,Gauvin
Bertrand,Arnoux
Philip,Deblois
Sacripant,Dubois
Gabriel,Plourde
Eustache,Racine
Joséphine,Marois
Auguste,Bureau
Frédéric,Barrière
Madelene,Marois
Laurence,Gagné
Pinabel,Cantin
Jewel,Dennis
Arthur,Caron
Mireille,D'Aubigné
Emmanuel,Duhamel
Carine,Aucoin
Audric,Labelle
Tanguy,Dupuis
Percy,Boileau
Emmeline,Pitre
Warrane,Chauvin
Saville,Pellerin
Anton,Bazinet
Raison,Saindon
Alaine,Aubé
Roger,Vachon
Benoît,Goddu
Liane,Bilodeau
Cosette,Bourgeois
Yseult,Brault
France,Bédard
Sibyla,Labbé
Alaine,Bélair
Azura,Bouvier
Orlene,Poissonnier
Dexter,Patel
Telford,Lamare
Curtis,Marcil
Victor,Desruisseaux
Agramant,Laforge
Leone,Paquet
Arno,Langlois
Thérèse,Beaupré
Clovis,Leroy
Adorlee,Rodrigue
Patrick,Tremblay
Percy,Querry
Nicolas,Barrette
Carolos,Lamoureux
Carole,Gaudreau
Orane,Chesnay
Mandel,Chassé
Voleta,Talon
Melville,Laliberté
Laurent,Demers
Astolpho,Desrosiers
Luce,Fremont
Galatee,Aubin
Telford,Rochefort
Arienne,Henrichon
Valiant,Charrette
Searlait,Charlebois
Carine,Jolicoeur
Suzette,Fournier
Jean,Couet
Yolande,Alexandre
Yseult,Hervieux
Gaspar,Roussel
Patrice,Fugère
Orva,Dastous
Frontino,Chevrette
Maslin,Allard
Sabine,Allain
Ferrau,Poissonnier
Lorraine,Lamy
Ogier,Faure
Fleurette,Petrie
Renée,Lachapelle
Crescent,Gregoire
Diane,Batard
Franck,Petrie
Harbin,Lévesque
Amarante,Angélil
Stéphane,Marcheterre
Joy,L'Heureux
Norris,Allaire
Galatee,Pariseau
Lotye,Bonnet
Aurore,Charest
Royce,Brasseur
Jean,Achin
Gabrielle,Sevier
Aimée,Henrichon
Malagigi,Martin
Soren,Dubeau
Felicien,Plourde
Joseph,Lacroix
Chapin,Chaloux
Dreux,Bondy
Elita,Charpentier
Vernon,Beaulieu
Etoile,Cormier
Sébastien,Dupont
Charles,Paradis
Joséphine,Lavallée
Etoile,Beaulac
Ray,Pomerleau
Russell,Boucher
Minette,Fréchette
Karlotta,Lanteigne
Agrican,Sylvain
Jacquenett,Poissonnier
Agramant,Lachapelle
Denis,Loiseau
Maurelle,Auberjonois
Jules,Jodion
Fabrice,Lauzier
Geoffrey,Duclos
Arthur,Masson
Eglantine,Déziel
Brice,Chenard
Valiant,Fongemie
Lothair,Guay
Susanne,Allard
William,Desnoyer
Philippe,Patel
Esmeraude,Querry
Arridano,Guay
Charmaine,Huot
Honore,Brian
Gérard,Brisebois
Bayard,D'Aubigné
Bernadette,Gendron
Ermengardi,Lécuyer
Guy,Charbonneau
René,"de Chateaub"
Philip,Fugère
Donat,Duclos
Elita,Salmons
Desire,Salmons
Marshall,Lazure
Timothée,Lacombe
Fletcher,Beaudouin
Aurélie,Marleau
Mallory,Margand
Aubrey,Laprise
Aubrey,Chaussée
Lothair,Lesage
Varden,Patenaude
Brice,Labrie
Gemma,Michaud
Donatien,Meunier
Rabican,Beauchamp
Fantina,Saucier
Esperanza,Richard
Dominique,Pelchat
Arnaud,Pouliotte
Fiacre,Michel
Jesper,Brisebois
Hardouin,Gauthier
Norris,Deniger
Louis,Aupry
Toussaint,Jodoin
Arridano,"De La Ronde"
Saville,Labbé
Jesper,Arcouet
Amedee,Sansouci
Hamilton,Pouchard
Morgana,Léveillé
Mayhew,Duhamel
Mathilde,Parrot
Harriette,Dubeau
Rosamonde,Gagné
Eliot,Marcheterre
Édouard,Bordeaux
Rosemarie,Duperré
Ancelina,Guédry
Manon,Poisson
Julien,Lessard
Tristan,Paquin
Anastasie,Pelland
Sacripant,Loiseau
Delmare,Sanschagrin
Jérôme,Lafontaine
Rule,Monrency
Cécile,Rivard
Colette,Ruais
Peppin,Saurel
Arlette,Desjardins
Laurette,Huppé
Merle,Bourget
Merle,Henrichon
Sydney,Lavoie
Thiery,Lamour
Vaden,Brisebois
Henry,Fontaine
Porter,Guay
Eustache,Houle
Varden,Tessier
Marveille,Garreau
Ray,Belisle
Fanette,Rivard
Azura,Monrency
Aymon,Gagnon
Villette,Mercure
Marlon,Joly
Byron,Varieur
Fabien,Croteau
Melusina,Ménard
Sargent,Chauvet
Arridano,L'Heureux
Vedette,Renaud
Villette,Gervais
Merci,Bourgouin
Francis,Bossé
Forrest,Bellemare
Jewel,Vallée
Lance,Paulet
Paul,Baril
Pensee,"De La Ronde"
Françoise,Guérette
Wyatt,Arnoux
Raymond,Briard
Fleurette,Desroches
Clarimunda,Caouette
Gilbert,Rouze
Archard,Latourelle
Mirabelle,Bériault
Emmanuelle,Beaudoin
Fauna,Verreau
Montague,Arcouet
Lirienne,Bienvenue
Georgette,Beauchamps
Neville,Lespérance
Millicent,Pitre
Cendrillon,Franchet
Julien,Bonnet
Donatien,Mainville
Xarles,Cantin
Octave,Dupont
Henriette,Parrot
Henriette,Bisaillon
Burnell,Ayot
Jewel,Royer
Théophile,Guilmette
Richard,Boisclair
Eloise,Collin
Mandel,St-Pierre
Crescent,Lamy
Anaïs,Boucher
Agate,Ayot
Gaetan,Brisebois
Saville,Joly
Leroy,Picard
Fleur,"de Chateaub"
Garland,Fongemie
Fletcher,Petrie
Talon,Douffet
Vail,Perreault
Véronique,Vernadeau
Frédérique,Cailot
Linette,Richer
Faustin,Guernon
Ermengardi,Ricard
Byron,Melanson
Talon,Bureau
Elita,Bourgeois
Marveille,Boivin
Maurelle,Vadeboncoeur
Marmion,Duval
Guerin,Sevier
Zara,Bizier
Telford,Busson
Saber,Denis
Thiery,Duffet
Belle,Fontaine
Dixie,Desnoyer
Noelle,Potvin
Satordi,Proulx
Dalmace,Mouet
Brigitte,Gabriaux
Lorraine,Gauvin
Linette,Durand
Mignonette,Chauvin
Dixie,Caya
Gemma,Therriault
Melodie,Lévesque
Nadine,Baron
Brigliador,Sciverit
Bernadette,Bellemare
Avent,Lampron
Bruce,Petrie
Yvon,Gaillou
Pomeroy,Charrette
Merlin,Renaud
Richard,Labossière
Chapin,Clavette
Vallis,Saucier
Amorette,Hétu
Harcourt,Lamothe
Laetitia,Lacroix
Isabelle,Chauvet
Rive,Bois
Clothilde,Leduc
Barry,Dufour
Nadine,Gabriaux
Carolos,Laforge
Patricia,Petit
Scoville,Frappier
Leroy,Édouard
Suzette,Babin
Jacquenett,Lemieux
Arno,Roussel
Odo,Hervé
Andrée,Course
Philippine,Lacharité
Edmee,Ruais
Édith,Aubé
Talbot,Arpin
Faye,Jomphe
Mirabelle,Pelletier
Donatien,Léveillé
Roland,Brisebois
Solaine,Dumont
Nicholas,Masson
Ernest,Croteau
Mathilde,Baril
Moore,Patel
Melisande,Audet
Édouard,Lacasse
Forrest,Belisle
Josephe,Charlesbois
Vachel,Compagnon
Claudette,Gagné
Fabienne,Thibault
Victorine,Adler
Corette,Chalifour
Germain,Lamy
Demi,Paradis
Marthe,Rouze
Avenall,Robillard
Aceline,Ferland
Charmaine,Dennis
Stéphane,Auclair
Dexter,Coulombe
Maryse,Pitre
Travers,Duplessis
Rule,Gour
Vachel,Lacharité
Aurélie,Poirier
Fleur,Ménard
Marine,Méthot
Florus,Gaudreau
Garland,Boulé
Cendrillon,Bélanger
Armand,Charron
Alice,Frappier
Royale,Longpré
Lothair,Poirier
Christian,Chauvin
Leroy,Cressac
Flordelis,Gilbert
William,Plaisance
Tyson,Trépanier
Florence,Courtois
Zdenek,Courtois
Bruno,Crête
Malagigi,Ailleboust
Platt,Maheu
Éléonore,Fontaine
Marlon,Vertefeuille
Porter,Dubois
Favor,Paradis
Holly,Bazin
Alice,Laurent
Didier,Rhéaume
Somer,Lacroix
Paul,Bertrand
Jessamine,Bourdette
Angelique,Cartier
Bernard,Gilbert
Alexis,Lamothe
Alexandre,Dupuis
Seymour,Tachel
Paien,Plante
Laetitia,Gamelin
Alain,Paré
Alacoque,Lebrun
David,Chrétien
Martin,Thivierge
Eustache,Lachance
Hamilton,Paulet
D'Arcy,Bordeaux
Dominic,Goulet
William,Cliche
Mireille,Laderoute
Evrard,Pépin
Susanne,Baron
Fortun,Garcia
Mason,Beaupré
Mirabelle,Lacroix
Paige,Jetté
Benoît,Clément
Iven,Casgrain
Amitee,Fremont
Émilie,Rocher
Calandre,Carignan
Ancelote,Pitre
Pierpont,Angélil
Fanette,Chnadonnet
Melisande,Boutot
Esmeraude,Bondy
Zacharie,Paquette
Théophile,Fugère
Ophelia,"Du Trieux"
Ila,Labrecque
Christabel,Labrosse
Agnès,St-Jacques
Gaston,Édouard
Gano,Patel
Agnès,Clavet
Alfred,Vallée
Albracca,Boutot
Loyal,Sabourin
Joanna,Phaneuf
Anastasie,Margand
Bevis,Édouard
Alexandrie,Monjeau
Anastasie,Brousseau
Constance,Plourde
Berangaria,L'Angelier
Guy,Jodoin
Nadine,Gendron
Leroy,Vaillancourt
Patrick,Reault
Anaïs,Lavoie
Satordi,Courtois
Agate,Riel
Henry,L'Anglais
Morgana,Bondy
Vachel,Tétrault
Genevre,Lazure
Melodie,Raymond
Gabriel,Caron
Garland,Lapointe
Mason,Couet
Eustache,Bilodeau
Somer,Douffet
Martin,Gareau
France,Paradis
Zurie,Bisaillon
Ambra,Généreux
Favor,Pouliotte
Yseult,Veilleux
Gilles,Charpentier
Simone,Édouard
Delit,Auberjonois
Manville,Bler
Gaston,Veilleux
Merle,Fortin
Jacqueline,Dumont
Parfait,Paré
Jacques,Verreau
Paulette,Bélanger
Gaetan,Sabourin
Annot,Grondin
Raison,Deniger
Mercer,Piedalue
Brigliador,Rouleau
Audrey,Cotuand
Royce,Couturier
Joseph,St-Jean
Grégoire,Lussier
Landers,Marois
Latimer,Arsenault
Charlotte,Guérette
Charline,Beaujolie
Bernadette,Asselin
Nathalie,Audibert
Dielle,Mailloux
Josette,Laramée
Fabrice,Rocheleau
Algernon,Casgrain
Bradamate,Laurent
Zoé,Monty
Iven,Dupuis
Brigitte,Perrault
Valérie,Norbert
Ignace,Vallée
Germaine,Bourgouin
Moore,Bondy
Noelle,L'Angelier
Verrill,Berie
Véronique,Lizotte
Merci,Neufville
Holly,Chauvin
Honore,Duplessis
Onfroi,Gagné
Archaimbau,Édouard
Aceline,Chatigny
Bellamy,Beauchesne
Claude,Lemaître
Dorothée,Austin
Albracca,LaCaille
Romain,Coupart
Anne,Marquis
Albracca,Chnadonnet
Jean,Briard
Odette,Avare
Laurent,Neufville
Linette,Panetier
Élodie,Pelletier
Philippine,Vaillancourt
Rabican,Rochefort
Gérard,Marceau
Aubert,Favreau
Marcel,Corbin
Aubrey,Dastous
Marie,Lamarre
Grégoire,Tollmache
Moore,Chartré
Aubert,L'Heureux
Alfred,Brisette
Gabrielle,Loiselle
Afrodille,Bérard
Ganelon,Lalonde
Corinne,Nadeau
Ganelon,Guilmette
Agrican,Fréchette
Clothilde,Bourgouin
Nadine,Poisson
Romaine,Marceau
Adèle,Dagenais
Charles,Lajeunesse
Joseph,L'Heureux
Arno,Charrette
Soren,Lereau
Aurélie,Leroux
Michel,Daviau
Adrienne,Chesnay
Claude,Boutot
Talbot,Devoe
Avril,Lamoureux
Perrin,Bisaillon
Travers,Denis
Perrin,Leroy
Fabrice,Chalut
Madelene,Larivière
Alphonsine,Perrault
Marjolaine,Therrien
Villette,Leduc
Mercer,Tisserand
Sydney,Grignon
Joanna,Bellemare
Donat,Grenier
Clementine,Talon
Burkett,Piedalue
Campbell,Labossière
Aleron,Hughes
Maureen,Marier
Ermengardi,Gendron
Marlon,Longpré
Brigliador,Paimboeuf
Tristan,Racicot
Bruce,Lavallée
Travers,Casgrain
Peppin,Dodier
Jolie,Coudert
Philippine,Bordeleau
Travers,Tétrault
Auriville,Saurel
Isabelle,Bureau
Mallory,Perrault
Clarice,Thériault
Pryor,Chatigny
Claude,Ailleboust
Aimé,Allain
Marveille,Marcil
Musette,Mainville
Juliette,Davignon
Mavise,Vachon
Odelette,Fremont
Pryor,Dodier
Huette,Voisine
Dexter,Louineaux
Belda,Petit
Isabelle,Courtemanche
Guillaume,Morel
Céline,Barjavel
Angelette,Cotuand
Mandel,Plourde
Neville,Deschênes
Gaetane,Avare
Élodie,Auger
Alfred,Veilleux
Allyriane,Barteaux
Marc,Courcelle
Carine,Patenaude
Dreux,Vernadeau
Lirienne,Lemieux
Somerville,Labrecque
Platt,Leroy
Dorene,Migneault
Léon,Angélil
Aymon,Lamothe
Denis,Aucoin
Charlot,Lamothe
Thomas,Brault
Eugenia,Rodrigue
Vedette,Hétu
Pomeroy,Aubin
Amorette,Sacré
Belle,Lagueux
Amber,Langlois
Bradamate,Longpré
Patricia,Garnier
Laurent,Mothé
Laurent,Garcia
Chappell,Deniger
André,Desrosiers
Marthe,Croquetaigne
Fealty,Théberge
Marie,Pouliotte
Annot,Petit
Fabienne,Rocheleau
Raoul,Théberge
Garland,Jomphe
Pierpont,Cressac
Xavier,Guédry
Geoffrey,Bonenfant
Chapin,Mathieu
Bellamy,Guibord
Lyle,Laforge
Pierpont,Pelletier
Alfred,Desforges
Evrard,Pinette
Clarimunda,"De La Vergne"
Jeannine,Gaulin
Yseult,Croquetaigne
Orville,Lagacé
Raoul,Goudreau
Felicienne,Bourque
Marshall,Camus
Frédéric,Bussière
Merle,Desaulniers
Pomeroy,Saurel
Hedvige,Lebrun
Gaetane,Goguen
Dreux,Mercier
Tabor,Quiron
Jeoffroi,Hervé
Emmeline,Tardif
Warrane,Desrosiers
Eulalie,Marleau
Namo,Chartier
Porter,Saurel
Russell,Varieur
Vernon,Rhéaume
Clementine,Bienvenue
Chapin,Dandonneau
Oliver,Gareau
Cosette,Jodion
Luce,Labbé
Valérie,Cantin
Minette,Gaillard
Suzette,Grandpré
Aubrey,Chartré
Adrienne,Legault
Burrell,Arpin
Thibaut,Parent
Bruno,Perrault
Marie,Riel
Amarante,Mouet
Scoville,Sacré
Landers,Roussel
Dominic,Chicoine
Delit,Labelle
Artus,Bisson
Eulalie,Fongemie
Sydney,Morel
Maureen,Pelchat
Clothilde,Huot
Rabican,Cliche
Avenall,Ricard
Romain,Doucet
Delit,Viens
Fanette,Trottier
Turner,Lang
Benjamin,Létourneau
Marjolaine,Beaupré
Arianne,Leroy
Mariette,Charlebois
Isaac,Charette
Marlon,Laforge
Hugh,Givry
Beaufort,Varieur
Pensee,Massé
